,added_time,published_time,modified_time,financial_instruments,url,url_hash,source,article_type,title,sentiment_score,technological_sentiment,ecosystem_sentiment,security_sentiment
194,2025-04-15 08:51:29,2025-04-14T04:54:17+00:00,2100-01-01 00:00:00,BTC,https://beincrypto.com/why-is-the-crypto-market-down-today/,3604514228,bein,market-impacting,"Crypto Market Cap Drops $27 Billion, Bitcoin Struggles Around $85,000, and OM Crashes 87%",-0.3,0.0,0.0,0.0
195,2025-04-15 08:51:29,2025-04-14T04:54:17+00:00,2100-01-01 00:00:00,OM,https://beincrypto.com/why-is-the-crypto-market-down-today/,3604514228,bein,market-impacting,"Crypto Market Cap Drops $27 Billion, Bitcoin Struggles Around $85,000, and OM Crashes 87%",-0.9,0.0,-0.9,-0.5
196,2025-04-15 08:52:19,,2100-01-01 00:00:00,ETH,https://u.today/eth-price-has-nothing-to-do-with-ethereum-utility-opinion,2181722676,utoday,opinion-based,Ethereum's network utility fails to catalyze ETH price,-0.8,0.5,-0.7,0.0
197,2025-04-15 08:52:19,,2100-01-01 00:00:00,BTC,https://u.today/eth-price-has-nothing-to-do-with-ethereum-utility-opinion,2181722676,utoday,opinion-based,Ethereum's network utility fails to catalyze ETH price,0.6,0.0,0.0,0.0
198,2025-04-15 08:52:50,2025-04-14T07:26:08+00:00,2100-01-01 00:00:00,LINK,https://beincrypto.com/pi-network-chainlink-integration-price-rises/,12147089,bein,market-impacting,"Chainlink Integrates Pi Network, Unlocking Massive Potential for 60 Million+ Users",0.5,0.8,0.8,0.5
199,2025-04-15 08:52:50,2025-04-14T07:26:08+00:00,2100-01-01 00:00:00,PI,https://beincrypto.com/pi-network-chainlink-integration-price-rises/,12147089,bein,market-impacting,"Chainlink Integrates Pi Network, Unlocking Massive Potential for 60 Million+ Users",0.8,0.9,0.9,0.5
200,2025-04-15 08:52:50,2025-04-14T07:26:08+00:00,2100-01-01 00:00:00,JASMY,https://beincrypto.com/pi-network-chainlink-integration-price-rises/,12147089,bein,market-impacting,"Chainlink Integrates Pi Network, Unlocking Massive Potential for 60 Million+ Users",0.2,0.2,0.2,0.2
201,2025-04-15 08:52:50,2025-04-14T07:26:08+00:00,2100-01-01 00:00:00,GRASS,https://beincrypto.com/pi-network-chainlink-integration-price-rises/,12147089,bein,market-impacting,"Chainlink Integrates Pi Network, Unlocking Massive Potential for 60 Million+ Users",0.2,0.2,0.2,0.2
202,2025-04-15 08:52:50,2025-04-14T07:26:08+00:00,2100-01-01 00:00:00,RUNE,https://beincrypto.com/pi-network-chainlink-integration-price-rises/,12147089,bein,market-impacting,"Chainlink Integrates Pi Network, Unlocking Massive Potential for 60 Million+ Users",0.2,0.2,0.2,0.2
203,2025-04-15 08:52:50,2025-04-14T07:26:08+00:00,2100-01-01 00:00:00,ETH,https://beincrypto.com/pi-network-chainlink-integration-price-rises/,12147089,bein,market-impacting,"Chainlink Integrates Pi Network, Unlocking Massive Potential for 60 Million+ Users",0.2,0.2,0.2,0.2
204,2025-04-15 08:52:50,2025-04-14T07:26:08+00:00,2100-01-01 00:00:00,AVAX,https://beincrypto.com/pi-network-chainlink-integration-price-rises/,12147089,bein,market-impacting,"Chainlink Integrates Pi Network, Unlocking Massive Potential for 60 Million+ Users",0.2,0.2,0.2,0.2
205,2025-04-15 08:53:12,2025-04-14T08:47:54+00:00,2100-01-01 00:00:00,RFC,https://beincrypto.com/rfc-token-price-surges-in-april/,2727334373,bein,market-impacting,"Retard Finder Coin (RFC) Explodes 1,000% in Two Weeks: What's Behind the Meme Coin's Sudden Rise?",0.6,0.2,0.4,0.2
206,2025-04-15 08:53:12,2025-04-14T08:47:54+00:00,2100-01-01 00:00:00,FART,https://beincrypto.com/rfc-token-price-surges-in-april/,2727334373,bein,market-impacting,"Retard Finder Coin (RFC) Explodes 1,000% in Two Weeks: What's Behind the Meme Coin's Sudden Rise?",-0.2,0.0,0.0,0.0
207,2025-04-15 08:53:38,2025-04-11T17:28:06+00:00,2100-01-01 00:00:00,PUMP,https://decrypt.co/314503/black-mirror-episode-pump-fun-livestreams,612579675,decrypt,opinion-based,Black Mirror Episode Sparks Bullish Sentiment Among Crypto Traders,0.5,0.2,0.5,-0.3
208,2025-04-15 08:53:59,,2100-01-01 00:00:00,BTC,https://u.today/worrying-new-bitcoin-btc-pattern-suggests-rally-might-be-fake,1864002488,utoday,market-impacting,Bitcoin's Latest Climb May Not Be Worth Applauding,-0.5,0.0,-0.2,0.0
209,2025-04-15 08:54:20,2025-04-12T13:01:03+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314558/scottish-school-accept-bitcoin-reserve,2541900576,decrypt,market-impacting,"Scottish School to Accept Bitcoin Payments, May Build Reserve",0.8,0.5,0.8,0.2
210,2025-04-15 08:56:23,,2100-01-01 00:00:00,BTC,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.8,0.9,0.8,0.5
211,2025-04-15 08:56:23,,2100-01-01 00:00:00,ETH,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.8,0.7,0.5
212,2025-04-15 08:56:23,,2100-01-01 00:00:00,SOL,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.8,0.7,0.5
213,2025-04-15 08:56:23,,2100-01-01 00:00:00,XRP,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.7,0.6,0.5
214,2025-04-15 08:56:23,,2100-01-01 00:00:00,ADA,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.7,0.6,0.5
215,2025-04-15 08:56:23,,2100-01-01 00:00:00,AVAX,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.7,0.6,0.5
216,2025-04-15 08:56:23,,2100-01-01 00:00:00,LINK,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.7,0.6,0.5
217,2025-04-15 08:56:23,,2100-01-01 00:00:00,FIL,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.7,0.6,0.5
218,2025-04-15 08:56:23,,2100-01-01 00:00:00,UNI,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.7,0.6,0.5
219,2025-04-15 08:56:23,,2100-01-01 00:00:00,AAVE,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin,1327277929,coindesk,market-impacting,Bitcoin's Resilience Offers a Counternarrative to Skeptics,0.5,0.7,0.6,0.5
220,2025-04-15 08:56:48,2025-04-14T10:06:19+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314682/harvard-led-study-reveals-bitcoin-mining-spreads-air-pollution-interstate,2620796395,decrypt,factual,"Bitcoin Mining Produces Harmful Air Pollutants, Study Finds",-0.5,0.0,-0.5,0.0
221,2025-04-15 08:57:27,,2100-01-01 00:00:00,XRP,https://u.today/xrp-may-reclaim-3-price-level-if-history-aligns,1211171594,utoday,market-impacting,XRP's April Historical Trend Paints Bullish Outlook,0.8,0.5,0.9,0.5
222,2025-04-15 08:57:27,,2100-01-01 00:00:00,BTC,https://u.today/xrp-may-reclaim-3-price-level-if-history-aligns,1211171594,utoday,market-impacting,XRP's April Historical Trend Paints Bullish Outlook,0.2,0.0,0.0,0.0
223,2025-04-15 08:58:03,,2100-01-01 00:00:00,XRP,https://u.today/massive-3-billion-xrp-in-24-hours-whats-going-on,3424989166,utoday,market-impacting,"XRP Rebounds, Trading Volume Surges to $3 Billion in 24 Hours",0.6,0.2,0.8,0.4
224,2025-04-15 08:58:37,2025-04-14T16:27:50+00:00,2100-01-01 00:00:00,BTC,https://beincrypto.com/microstrategy-metaplanet-latest-bitcoin-purchase/,874516139,bein,market-impacting,Public Companies Strategy and Metaplanet Double Down on Bitcoin Purchases Amidst Chaos,0.8,0.5,0.8,0.5
225,2025-04-15 08:59:01,,2100-01-01 00:00:00,XRP,https://u.today/xrp-price-adding-zero-no-longer-possibility,716255816,utoday,market-impacting,"XRP Price Outlook: Recovery Broadly, Bulls Reenter Market",0.8,0.5,0.8,0.5
226,2025-04-15 08:59:01,,2100-01-01 00:00:00,ETH,https://u.today/xrp-price-adding-zero-no-longer-possibility,716255816,utoday,market-impacting,"XRP Price Outlook: Recovery Broadly, Bulls Reenter Market",-0.2,0.0,0.0,0.0
227,2025-04-15 08:59:53,,2100-01-01 00:00:00,BTC,https://www.coindesk.com/business/2025/04/14/bitcoin-mining-profitability-down-7-4-in-march-as-prices-transaction-fees-fell-jefferies,4073233235,coindesk,market-impacting,"Bitcoin Mining Profitability Falls 7.4% in March, Jefferies Says",-0.5,0.0,0.0,0.0
228,2025-04-15 08:59:53,,2100-01-01 00:00:00,MARA,https://www.coindesk.com/business/2025/04/14/bitcoin-mining-profitability-down-7-4-in-march-as-prices-transaction-fees-fell-jefferies,4073233235,coindesk,market-impacting,"Bitcoin Mining Profitability Falls 7.4% in March, Jefferies Says",0.5,0.0,0.0,0.0
229,2025-04-15 08:59:53,,2100-01-01 00:00:00,CLSK,https://www.coindesk.com/business/2025/04/14/bitcoin-mining-profitability-down-7-4-in-march-as-prices-transaction-fees-fell-jefferies,4073233235,coindesk,market-impacting,"Bitcoin Mining Profitability Falls 7.4% in March, Jefferies Says",0.5,0.0,0.0,0.0
230,2025-04-15 09:00:24,2025-04-11T20:12:01+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314539/bitcoin-caps-rollercoaster-week-with-rise-toward-84k,3089772570,decrypt,market-impacting,Bitcoin Price Recovers Amid Trump's Partial About-Face on Tariffs,0.6,0.0,0.2,0.0
231,2025-04-15 09:00:24,2025-04-11T20:12:01+00:00,2100-01-01 00:00:00,SOL,https://decrypt.co/314539/bitcoin-caps-rollercoaster-week-with-rise-toward-84k,3089772570,decrypt,market-impacting,Bitcoin Price Recovers Amid Trump's Partial About-Face on Tariffs,0.8,0.0,0.2,0.0
232,2025-04-15 09:00:24,2025-04-11T20:12:01+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314539/bitcoin-caps-rollercoaster-week-with-rise-toward-84k,3089772570,decrypt,market-impacting,Bitcoin Price Recovers Amid Trump's Partial About-Face on Tariffs,0.3,0.0,0.2,0.0
233,2025-04-15 09:00:24,2025-04-11T20:12:01+00:00,2100-01-01 00:00:00,SPY,https://decrypt.co/314539/bitcoin-caps-rollercoaster-week-with-rise-toward-84k,3089772570,decrypt,market-impacting,Bitcoin Price Recovers Amid Trump's Partial About-Face on Tariffs,0.5,0.0,0.0,0.0
234,2025-04-15 09:00:24,2025-04-11T20:12:01+00:00,2100-01-01 00:00:00,GC=F,https://decrypt.co/314539/bitcoin-caps-rollercoaster-week-with-rise-toward-84k,3089772570,decrypt,market-impacting,Bitcoin Price Recovers Amid Trump's Partial About-Face on Tariffs,0.8,0.0,0.0,0.0
235,2025-04-15 09:00:53,,2100-01-01 00:00:00,RLUSD,https://u.today/ripple-usd-stablecoin-volume-spikes-95-whats-happening,3207598274,utoday,market-impacting,Ripple's RLUSD Stablecoin Sees 95% Spike in Daily Trading Volume,0.5,0.5,0.8,0.5
236,2025-04-15 09:00:53,,2100-01-01 00:00:00,XRP,https://u.today/ripple-usd-stablecoin-volume-spikes-95-whats-happening,3207598274,utoday,market-impacting,Ripple's RLUSD Stablecoin Sees 95% Spike in Daily Trading Volume,0.3,0.2,0.5,0.2
237,2025-04-15 09:00:53,,2100-01-01 00:00:00,PYUSD,https://u.today/ripple-usd-stablecoin-volume-spikes-95-whats-happening,3207598274,utoday,market-impacting,Ripple's RLUSD Stablecoin Sees 95% Spike in Daily Trading Volume,-0.2,0.0,-0.2,0.0
238,2025-04-15 09:00:53,,2100-01-01 00:00:00,SHIB,https://u.today/ripple-usd-stablecoin-volume-spikes-95-whats-happening,3207598274,utoday,market-impacting,Ripple's RLUSD Stablecoin Sees 95% Spike in Daily Trading Volume,0.2,0.0,0.0,0.0
239,2025-04-15 09:01:25,,2100-01-01 00:00:00,BTC,https://u.today/9000000000-in-bitcoin-btc-saylors-strategy-is-working,223558782,utoday,market-impacting,Michael Saylor's Bitcoin Playbook Demonstrates Tenacity,0.8,0.5,0.8,0.5
240,2025-04-15 09:01:59,2025-04-14T00:21:47+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314652/bitcoin-price-slides-trumps-weekend-tariff-messaging-jolts-crypto-markets,4008191262,decrypt,market-impacting,Bitcoin Falls 2% Amid Shifting Signals on Trade Policy with China,-0.5,0.0,-0.2,0.0
241,2025-04-15 09:01:59,2025-04-14T00:21:47+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314652/bitcoin-price-slides-trumps-weekend-tariff-messaging-jolts-crypto-markets,4008191262,decrypt,market-impacting,Bitcoin Falls 2% Amid Shifting Signals on Trade Policy with China,-0.3,0.0,-0.1,0.0
242,2025-04-15 09:02:53,,2100-01-01 00:00:00,ETH,https://www.coindesk.com/consensus-toronto-2025-coverage/2025/04/14/inside-an-ethereum-story-filming-vitalik-buterin-crypto-s-most-reluctant-star,775765906,coindesk,factual,Vitalik Buterin Documentary 'Vitalik: An Ethereum Story' Set for Global Release,0.5,0.8,0.7,0.4
243,2025-04-15 09:03:22,2025-04-14T19:12:13+00:00,2100-01-01 00:00:00,NVDA,https://decrypt.co/314739/nvidia-invest-500-billion-to-build-ai-supercomputers-in-u-s,832682560,decrypt,market-impacting,Nvidia to Invest $500 Billion in US AI Supercomputer Manufacturing Amid Trade War Fears,0.5,0.8,0.7,0.2
244,2025-04-15 09:03:49,2025-03-25T00:00:00+00:00,2100-01-01 00:00:00,BTC,https://coinbureau.com/newsletters/tarrifs-on-money-are-coming/,3032407888,coinbureau,market-impacting,Crypto Market Forecast: Will the US Economy Go from Strength to Strength?,0.2,0.5,0.3,0.1
245,2025-04-15 09:03:49,2025-03-25T00:00:00+00:00,2100-01-01 00:00:00,ETH,https://coinbureau.com/newsletters/tarrifs-on-money-are-coming/,3032407888,coinbureau,market-impacting,Crypto Market Forecast: Will the US Economy Go from Strength to Strength?,-0.1,0.8,0.4,0.2
246,2025-04-15 09:04:36,,2100-01-01 00:00:00,SHIB,https://u.today/shiba-inu-to-000002-key-factors,3268181989,utoday,market-impacting,"Shiba Inu Rebounds After Sell-Off, Eyes Potential Push Toward $0.00002",0.8,0.5,0.7,0.5
247,2025-04-15 09:05:16,,2100-01-01 00:00:00,SHIB,https://u.today/2-weeks-since-shytoshi-kusamas-last-tweet-whats-happening,680143126,utoday,factual,"Kusama breaks silence, explaining his long absence",0.5,0.8,0.8,0.2
248,2025-04-15 09:05:16,,2100-01-01 00:00:00,BTC,https://u.today/2-weeks-since-shytoshi-kusamas-last-tweet-whats-happening,680143126,utoday,factual,"Kusama breaks silence, explaining his long absence",0.8,0.0,0.0,0.0
249,2025-04-15 09:05:16,,2100-01-01 00:00:00,XRP,https://u.today/2-weeks-since-shytoshi-kusamas-last-tweet-whats-happening,680143126,utoday,factual,"Kusama breaks silence, explaining his long absence",-0.2,0.0,0.0,0.0
250,2025-04-15 09:06:03,2025-04-14T12:15:23+00:00,2100-01-01 00:00:00,HBAR,https://beincrypto.com/hbar-price-hits-death-cross-aftermonths/,3943160421,bein,market-impacting,Hedera (HBAR) Price Analysis: Death Cross Forms as Bearish Trend Takes Hold,-0.8,0.0,-0.5,0.0
251,2025-04-15 09:06:41,2025-04-14T16:53:31+00:00,2100-01-01 00:00:00,BNB,https://decrypt.co/314716/binance-founder-cz-justin-sun-plea-deal,4278520398,decrypt,market-impacting,Binance's CZ and Tron's Justin Sun Deny WSJ Report on Cooperation Agreement,0.2,0.0,0.5,-0.3
252,2025-04-15 09:06:41,2025-04-14T16:53:31+00:00,2100-01-01 00:00:00,TRX,https://decrypt.co/314716/binance-founder-cz-justin-sun-plea-deal,4278520398,decrypt,market-impacting,Binance's CZ and Tron's Justin Sun Deny WSJ Report on Cooperation Agreement,0.1,0.0,0.3,-0.2
253,2025-04-15 09:07:09,,2100-01-01 00:00:00,SOL,https://u.today/solana-price-rebounds-8-whats-next-for-sol,3657590603,utoday,market-impacting,"Solana Price Reclaims $124 Resistance Point, What's Next for SOL?",0.8,0.9,0.9,0.5
254,2025-04-15 09:07:32,,2100-01-01 00:00:00,BTC,https://u.today/bitcoin-fed-reserve-strategy-vinny-lingham-shares-hot-take,1638155457,utoday,opinion-based,Strategy is now the Federal Reserve for Bitcoin,-0.5,0.0,-0.5,0.0
255,2025-04-15 09:08:04,,2100-01-01 00:00:00,TRX,https://u.today/trx-to-moon-tron-founder-justin-sun-says-all-time-high-in-q2,1283545129,utoday,market-impacting,Justin Sun Predicts TRX to Hit Fresh All-Time High Before End of Q2,0.8,0.5,0.8,0.0
256,2025-04-15 09:08:04,,2100-01-01 00:00:00,USDT,https://u.today/trx-to-moon-tron-founder-justin-sun-says-all-time-high-in-q2,1283545129,utoday,market-impacting,Justin Sun Predicts TRX to Hit Fresh All-Time High Before End of Q2,0.2,0.0,0.5,0.0
257,2025-04-15 09:08:04,,2100-01-01 00:00:00,USDD,https://u.today/trx-to-moon-tron-founder-justin-sun-says-all-time-high-in-q2,1283545129,utoday,market-impacting,Justin Sun Predicts TRX to Hit Fresh All-Time High Before End of Q2,0.2,0.0,0.5,0.0
258,2025-04-15 09:09:12,,2100-01-01 00:00:00,SHIB,https://u.today/shib-burns-jump-984-but-heres-big-negative-nuance,1695635498,utoday,market-impacting,"SHIB burns up 984%, but here's catch SHIB to $1 'not impossible': ChatGPT",0.8,0.6,0.8,0.4
259,2025-04-15 09:09:48,2025-04-14T09:09:10+00:00,2100-01-01 00:00:00,ETH,https://beincrypto.com/crypto-airdrops-april-third-week/,2588891136,bein,factual,"Crypto Airdrops to Watch This Week: Towns, Recall, and Allo",0.0,0.5,0.5,0.0
260,2025-04-15 09:09:48,2025-04-14T09:09:10+00:00,2100-01-01 00:00:00,SOL,https://beincrypto.com/crypto-airdrops-april-third-week/,2588891136,bein,factual,"Crypto Airdrops to Watch This Week: Towns, Recall, and Allo",0.0,0.5,0.5,0.0
261,2025-04-15 09:10:16,,2100-01-01 00:00:00,XRP,https://u.today/brad-garlinghouse-sec-and-us-government-to-get-50-million-from-ripple-each-in-xrp,19745733,utoday,market-impacting,Ripple enters next phase of crypto market,0.8,0.9,0.8,0.5
262,2025-04-15 09:10:36,,2100-01-01 00:00:00,DOGE,https://u.today/dogecoin-doge-forms-hourly-golden-cross-will-momentum-hold,1400911029,utoday,market-impacting,Dogecoin Sees Rebound as Broader Crypto Market Trades in the Green,0.5,0.8,0.6,0.0
263,2025-04-15 09:11:14,2025-04-11T17:55:28+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314515/kevin-rose-digg-reboot-crypto-wallets,1596382361,decrypt,factual,Digg Revival to Use Embedded Wallet Platform Privy for Account Authentication,0.5,0.8,0.6,0.4
264,2025-04-15 09:12:20,,2100-01-01 00:00:00,DOGE,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.33,0.0,0.5,0.0
265,2025-04-15 09:12:20,,2100-01-01 00:00:00,SHIB,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.28,0.0,0.5,0.0
266,2025-04-15 09:12:20,,2100-01-01 00:00:00,PEPE,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.37,0.0,0.5,0.0
267,2025-04-15 09:12:20,,2100-01-01 00:00:00,BONK,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.63,0.0,0.8,0.0
268,2025-04-15 09:12:20,,2100-01-01 00:00:00,TON,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",-0.11,0.0,-0.2,0.0
269,2025-04-15 09:12:20,,2100-01-01 00:00:00,PENGU,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.6,0.0,0.8,0.0
270,2025-04-15 09:12:20,,2100-01-01 00:00:00,WIF,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.6,0.0,0.8,0.0
271,2025-04-15 09:12:20,,2100-01-01 00:00:00,XDC,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.63,0.0,0.8,0.0
272,2025-04-15 09:12:20,,2100-01-01 00:00:00,PI,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.4,0.0,0.5,0.0
273,2025-04-15 09:12:20,,2100-01-01 00:00:00,SEI,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.4,0.0,0.5,0.0
274,2025-04-15 09:12:20,,2100-01-01 00:00:00,FLR,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",0.4,0.0,0.5,0.0
275,2025-04-15 09:12:20,,2100-01-01 00:00:00,IP,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",-0.2,0.0,-0.2,0.0
276,2025-04-15 09:12:20,,2100-01-01 00:00:00,EOS,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",-0.2,0.0,-0.2,0.0
277,2025-04-15 09:12:20,,2100-01-01 00:00:00,HBAR,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",-0.2,0.0,-0.2,0.0
278,2025-04-15 09:12:20,,2100-01-01 00:00:00,OM,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",-0.2,0.0,-0.2,0.0
279,2025-04-15 09:12:20,,2100-01-01 00:00:00,ATOM,https://u.today/meme-coins-doge-shib-in-green-bonk-amid-top-gainers,3937403392,utoday,market-impacting,"DOGE, SHIB, PEPE, BONK: All major meme cryptos are up in 24 hours",-0.2,0.0,-0.2,0.0
280,2025-04-15 09:12:41,,2100-01-01 00:00:00,BNB,https://u.today/binances-cz-fires-back-at-shocking-accusations,3579601073,utoday,market-impacting,"Binance's CZ Pushes Back Against Accusations, Claims Customer Assets Are Safe",-0.2,0.0,-0.2,-0.4
281,2025-04-15 09:12:41,,2100-01-01 00:00:00,TRX,https://u.today/binances-cz-fires-back-at-shocking-accusations,3579601073,utoday,market-impacting,"Binance's CZ Pushes Back Against Accusations, Claims Customer Assets Are Safe",0.1,0.0,0.1,0.0
282,2025-04-15 09:13:11,,2100-01-01 00:00:00,SOL,https://u.today/solana-sol-skyrockets-9-as-crypto-sentiment-turns-positive-0,3229575932,utoday,market-impacting,Solana (SOL) Price Jumps 9% Amid Recovery Across Crypto Market and ETF Approval Hopes,0.8,0.5,0.8,0.5
283,2025-04-15 09:13:11,,2100-01-01 00:00:00,ETH,https://u.today/solana-sol-skyrockets-9-as-crypto-sentiment-turns-positive-0,3229575932,utoday,market-impacting,Solana (SOL) Price Jumps 9% Amid Recovery Across Crypto Market and ETF Approval Hopes,0.2,0.5,0.5,0.5
284,2025-04-15 09:13:11,,2100-01-01 00:00:00,BTC,https://u.today/solana-sol-skyrockets-9-as-crypto-sentiment-turns-positive-0,3229575932,utoday,market-impacting,Solana (SOL) Price Jumps 9% Amid Recovery Across Crypto Market and ETF Approval Hopes,0.2,0.5,0.5,0.5
285,2025-04-15 09:13:38,,2100-01-01 00:00:00,BTC,https://u.today/bitcoin-btc-will-definitely-hit-1000000-binances-cz,2327076839,utoday,market-impacting,"Bitcoin will hit $1 million, CZ believes Countries will race to buy Bitcoin",0.8,0.5,0.9,0.5
286,2025-04-15 09:14:59,,2100-01-01 00:00:00,SOL,https://www.coindesk.com/coindesk-indices/2025/04/14/coindesk-20-performance-update-sol-gains-10-8-as-nearly-all-assets-trade-higher,1654209310,coindesk,factual,CoinDesk Indices Daily Market Update,1.0,0.0,0.0,0.0
287,2025-04-15 09:14:59,,2100-01-01 00:00:00,BCH,https://www.coindesk.com/coindesk-indices/2025/04/14/coindesk-20-performance-update-sol-gains-10-8-as-nearly-all-assets-trade-higher,1654209310,coindesk,factual,CoinDesk Indices Daily Market Update,1.0,0.0,0.0,0.0
288,2025-04-15 09:14:59,,2100-01-01 00:00:00,ICP,https://www.coindesk.com/coindesk-indices/2025/04/14/coindesk-20-performance-update-sol-gains-10-8-as-nearly-all-assets-trade-higher,1654209310,coindesk,factual,CoinDesk Indices Daily Market Update,-0.5,0.0,0.0,0.0
289,2025-04-15 09:14:59,,2100-01-01 00:00:00,POL,https://www.coindesk.com/coindesk-indices/2025/04/14/coindesk-20-performance-update-sol-gains-10-8-as-nearly-all-assets-trade-higher,1654209310,coindesk,factual,CoinDesk Indices Daily Market Update,0.5,0.0,0.0,0.0
290,2025-04-15 09:15:36,2025-03-31T00:00:00+00:00,2100-01-01 00:00:00,BTC,https://coinbureau.com/newsletters/report-on-bitcoin-adoption/,1768045436,coinbureau,market-impacting,"Crypto Market Forecast: Volatility Ahead, But Upside Possible",0.5,0.5,0.5,0.0
291,2025-04-15 09:15:36,2025-03-31T00:00:00+00:00,2100-01-01 00:00:00,SUI,https://coinbureau.com/newsletters/report-on-bitcoin-adoption/,1768045436,coinbureau,market-impacting,"Crypto Market Forecast: Volatility Ahead, But Upside Possible",0.8,0.8,0.8,0.0
292,2025-04-15 09:15:36,2025-03-31T00:00:00+00:00,2100-01-01 00:00:00,TON,https://coinbureau.com/newsletters/report-on-bitcoin-adoption/,1768045436,coinbureau,market-impacting,"Crypto Market Forecast: Volatility Ahead, But Upside Possible",0.8,0.8,0.8,0.0
